text,label
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,Spam
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",Spam
Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,Spam
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,Normal
My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,Normal
Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,Normal
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",Spam
I emailed yifeng my part oredi.. Can ü get it fr him..,Normal
Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,Normal
Thanx 4 e brownie it's v nice...,Normal
Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,Normal
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,Normal
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",Spam
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",Normal
Tell me again what your address is,Normal
Also remember to get dobby's bowl from your car,Normal
Free shipping on ALL orders this weekend only! No minimum purchase required.,Promotional
Can you do a mag meeting this avo at some point?,Normal
"Cool, what time you think you can get here?",Normal
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,Spam
For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,Spam
"Damn, can you make it tonight or do you want to just wait til tomorrow",Normal
I didnt get anything da,Normal
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",Normal
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",Normal
You think you're safe? Think again. I have your address.,Harassment
Great to hear you are settling well. So what's happenin wit ola?,Normal
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,Spam
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,Spam
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,Normal
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,Normal
"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",Normal
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),Normal
"Aight, tomorrow around  &lt;#&gt;  it is",Normal
Ok lor. Msg me b4 u call.,Normal
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,Normal
I'm fine. Hope you are good. Do take care.,Normal
Sir send to group mail check it.,Normal
Not sure I have the stomach for it ...,Normal
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",Normal
Fuck babe ... What happened to you ? How come you never came back?,Normal
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",Normal
What you doing?how are you?,Normal
"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",Normal
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",Spam
Those ducking chinchillas,Normal
"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",Normal
Are you staying in town ?,Normal
"I'm home, my love ... If your still awake ... *loving kiss*",Normal
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,Spam
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,Normal
Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,Normal
"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",Spam
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),Spam
Ok. Me watching tv too.,Normal
Y lei?,Normal
"Haven't seen my facebook, huh? Lol!",Normal
"Sir, I am waiting for your mail.",Normal
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",Normal
You are a big chic. Common. Declare,Normal
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,Normal
Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,Normal
I'm in a movie... Collect car oredi...,Normal
So dont use hook up any how,Normal
Yar... I tot u knew dis would happen long ago already.,Normal
My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,Normal
Early bird discount: Book your summer vacation now and save 25% on all packages.,Promotional
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,Normal
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,Normal
"Hey elaine, is today's meeting still on?",Normal
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",Spam
I wanna watch that movie,Normal
Oh k:)after that placement there ah?,Normal
Annual clearance sale! Everything must go. Prices slashed up to 90% off.,Promotional
"Sorry, I'll call later",Normal
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",Normal
"Don't worry, * is easy once have ingredients!",Normal
Dear reached railway. What happen to you,Normal
Are you comingdown later?,Normal
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",Spam
How do you guys go to see movies on your side.,Normal
Don know:)this week i'm going to tirunelvai da.,Normal
Whats the staff name who is taking class for us?,Normal
The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,Normal
Alright. I'm out--have a good night!,Normal
Mm so you asked me not to call radio,Normal
"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",Normal
You bad girl. I can still remember them,Normal
Yunny i'm walking in citylink now ü faster come down... Me very hungry...,Normal
URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,Spam
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",Normal
Babe ? I lost you ... :-(,Normal
You have 1 new voicemail. Please call 08719181513.,Spam
what I meant to say is cant wait to see u again getting bored of this bridgwater banter,Normal
Ard 4 lor...,Normal
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,Spam
Did u got that persons story,Normal
Wat's my dear doing? Sleeping ah?,Normal
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,Normal
"see you then, we're all christmassy here!",Normal
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,Spam
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,Normal
Will be office around 4 pm. Now i am going hospital.,Normal
I can make lasagna for you... vodka...,Normal
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,Normal
Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,Normal
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",Spam
"K, can that happen tonight?",Normal
Send me your id and password,Normal
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,Normal
"Aight, text me tonight and we'll see what's up",Normal
"K I'm leaving soon, be there a little after 9",Normal
You getting back any time soon?,Normal
AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,Normal
"Not for possession, especially not first offense",Normal
"Hey , is * rite u put »10 evey mnth is that all?",Normal
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,Spam
meet you in corporation st outside gap … you can see how my mind is working!,Normal
Tick tock. Your time is running out. Better start running.,Harassment
No b4 Thursday,Normal
"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",Normal
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",Normal
Ok. I.ll do you right later.,Normal
"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",Normal
Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,Normal
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,Normal
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",Spam
YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,Spam
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,Spam
"It'll be tough, but I'll do what I have to",Normal
Anything lor. Juz both of us lor.,Normal
Hey i'm bored... So i'm thinking of u... So wat r u doing?,Normal
Yes but I don't care cause I know its there!,Normal
"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",Normal
Sorry me going home first... Daddy come fetch ü later...,Normal
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,Normal
Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,Normal
Ü neva tell me how i noe... I'm not at home in da aft wat... ,Normal
If i said anything wrong sorry de:-),Normal
